name,cmc,price,color
Purity,6,1.9,#ffffff
Pursuit of Knowledge,4,1.17,#ffffff
Quarantine Field,2,0.5,#ffffff
Radiant- Archangel,5,23.39,#ffffff
Radiant Destiny,3,1.83,#ffffff
Radiant Purge,2,0.24,#ffffff
Raksha Golden Cub,7,0.43,#ffffff
Rally the Ancestors,2,0.69,#ffffff
Rally the Ranks,2,0.33,#ffffff
Ramosian Sky Marshal,5,0.31,#ffffff
Ranger-Captain of Eos,3,14.9,#ffffff
Ranger of Eos,4,2.45,#ffffff
Rapid Fire,4,27.57,#ffffff
Rappelling Scouts,4,0.28,#ffffff
Rashida Scalebane,5,3.72,#ffffff
Ravnica at War,4,0.17,#ffffff
Realm-Cloaked Giant // Cast Off,7,1.09,#ffffff
Reborn Hero,3,0.32,#ffffff
Reciprocate,1,1.15,#ffffff
Recruiter of the Guard,3,23.82,#ffffff
Regal Caracal,5,0.93,#ffffff
Regna's Sanction,4,0.31,#ffffff
Regna- the Redeemer,6,1.97,#ffffff
Reidane- God of the Worthy // Valkmira- Protector's Shield,3,0.97,#ffffff
Relic Seeker,2,0.16,#ffffff
Remembrance,4,4.58,#ffffff
Remorseful Cleric,2,1.2,#ffffff
Renounce the Guilds,2,0.13,#ffffff
Repentant Blacksmith,2,88.75,#ffffff
Requiem Angel,6,0.54,#ffffff
Resolute Archangel,7,1.35,#ffffff
Resplendent Angel,3,27.43,#ffffff
Resplendent Marshal,3,1.22,#ffffff
Rest in Peace,2,4.21,#ffffff
Restoration Angel,4,0.42,#ffffff
Restore Balance,0,1.2,#ffffff
Retaliate,4,0.41,#ffffff
Retether,4,4.84,#ffffff
Retribution of the Meek,3,15.17,#ffffff
Return to the Ranks,2,1.37,#ffffff
Reveillark,5,0.39,#ffffff
Reverence,4,2.6,#ffffff
Reverent Mantra,4,0.99,#ffffff
Reverse Damage,3,0.4,#ffffff
Reverse the Sands,8,0.24,#ffffff
Reya Dawnbringer,9,2.28,#ffffff
Rhox Faithmender,4,4.12,#ffffff
Riders of Gavony,4,0.12,#ffffff
Righteous Confluence,5,1.27,#ffffff
Righteousness,1,0.37,#ffffff
Righteous Valkyrie,3,1.76,#ffffff
Roar of Reclamation,7,0.46,#ffffff
Rolling Stones,2,1.33,#ffffff
Rout,5,1.08,#ffffff
Rule of Law,3,0.71,#ffffff
Rules Lawyer,5,0.42,#ffffff
Runed Halo,2,0.24,#ffffff
Runeforge Champion,3,0.19,#ffffff
Rune of Protection: Lands,2,0.37,#ffffff
Rune-Tail- Kitsune Ascendant // Rune-Tail's Essence,3,3.25,#ffffff
Sacred Ground,2,0.46,#ffffff
Sacred Guide,1,1.09,#ffffff
Sacred Mesa,3,0.33,#ffffff
Safeguard,5,0.32,#ffffff
Samite Elder,3,0.42,#ffffff
Samite Sanctuary,3,0.21,#ffffff
Sanctifier of Souls,4,0.09,#ffffff
Sanctum Prelate,3,25.92,#ffffff
Sanguine Sacrament,2,0.26,#ffffff
Savannah Lions,1,0.7,#ffffff
Scalelord Reckoner,5,6.47,#ffffff
Scepter of Dominance,3,0.23,#ffffff
Scion of Vitu-Ghazi,5,0.2,#ffffff
Scourglass,5,5.5,#ffffff
Scout's Warning,1,2.81,#ffffff
Séance,4,0.25,#ffffff
Search for Glory,3,1.03,#ffffff
Second Sunrise,3,3.97,#ffffff
Secure the Wastes,1,5.04,#ffffff
Security Detail,4,0.23,#ffffff
Seht's Tiger,4,0.39,#ffffff
Selfless Exorcist,5,0.23,#ffffff
Selfless Spirit,2,10.05,#ffffff
Selfless Squire,4,4.85,#ffffff
Sensei Golden-Tail,2,1.73,#ffffff
Sephara- Sky's Blade,7,2.39,#ffffff
Seraphic Greatsword,2,1.2,#ffffff
Seraph of the Sword,4,0.56,#ffffff
Serene Master,2,0.44,#ffffff
Serenity,2,2.03,#ffffff
Serra Angel,5,0.24,#ffffff
Serra Ascendant,1,22.7,#ffffff
Serra Avatar,7,0.56,#ffffff
Serra Avenger,2,0.23,#ffffff
Serra Aviary,4,4.1,#ffffff
Serra's Guardian,6,0.3,#ffffff
Serra's Liturgy,4,0.39,#ffffff
Serra the Benevolent,4,12.74,#ffffff
Settle the Wreckage,4,4.27,#ffffff
Sevinne's Reclamation,3,4.29,#ffffff
Shalai- Voice of Plenty,4,6.41,#d78f42
Shared Triumph,2,2.59,#ffffff
Shatter the Sky,4,0.92,#ffffff
Sheltering Prayers,1,0.24,#ffffff
Shielded by Faith,3,1.87,#ffffff
Shining Shoal,2,1.07,#ffffff
Sidar Jabari,4,2.07,#ffffff
Sigarda's Aid,1,4.55,#ffffff
Sigil of the Empty Throne,5,0.83,#ffffff
Sigil of the New Dawn,4,0.38,#ffffff
Sigrid- God-Favored,3,0.19,#ffffff
Silence,1,4.8,#ffffff
Silent Sentinel,7,0.13,#ffffff
Silverblade Paladin,3,0.68,#ffffff
Silver Seraph,8,0.55,#ffffff
Silverwing Squadron,6,0.43,#ffffff
Single Combat,5,0.27,#ffffff
Sisay- Weatherlight Captain,3,0.72,#d78f42
Sivvi's Valor,3,0.32,#ffffff
Skybind,5,0.23,#ffffff
Skyclave Apparition,3,11.01,#ffffff
Slash the Ranks,5,0.5,#ffffff
Slaughter the Strong,3,0.7,#ffffff
Smothering Tithe,4,34.39,#ffffff
Solar Tide,6,0.97,#ffffff
Soldier of the Pantheon,1,0.29,#ffffff
Solemnity,3,2.91,#ffffff
Solemn Recruit,3,0.12,#ffffff
Solitary Confinement,3,11.75,#ffffff
Soltari Champion,3,1.34,#ffffff
Soltari Emissary,2,0.48,#ffffff
Song of the Worldsoul,6,0.5,#ffffff
Soraya the Falconer,3,4.49,#ffffff
Soul Echo,2,2.52,#ffffff
Soulfire Grand Master,2,1.86,#d78f42
Soul of Eternity,7,0.17,#ffffff
Soul of Theros,6,0.54,#ffffff
Soulscour,10,0.46,#ffffff
Soul Sculptor,3,0.42,#ffffff
Southern Paladin,4,0.46,#ffffff
Speaker of the Heavens,1,3.58,#ffffff
Spear of Heliod,3,1.21,#ffffff
Spectral Guardian,4,5.83,#ffffff
Spectral Lynx,2,0.39,#d78f42
Spectra Ward,5,1.03,#ffffff
Spelltithe Enforcer,5,1.52,#ffffff
Sphinx's Decree,2,0.13,#ffffff
Spirit Bonds,2,0.47,#ffffff
Spirit of Resistance,3,1.28,#ffffff
Spirit of the Hearth,6,0.19,#ffffff
Spirit of the Labyrinth,2,3.33,#ffffff
Spiritual Asylum,4,0.91,#ffffff
Spiritual Focus,2,0.35,#ffffff
Spiritual Guardian,5,1.09,#ffffff
Spiritual Sanctuary,4,19.59,#ffffff
Squad Commander,4,0.12,#ffffff
Sram- Senior Edificer,2,1.88,#ffffff
Sram's Expertise,4,0.28,#ffffff
Stalking Leonin,3,1.21,#ffffff
Starfield Mystic,2,1.62,#ffffff
Starfield of Nyx,5,11.22,#ffffff
Starnheim Unleashed,4,4.69,#ffffff
Staying Power,3,0.19,#ffffff
Steel-Plume Marshal,5,1.29,#ffffff
Steelshaper Apprentice,4,0.78,#ffffff
Stern Marshal,3,0.31,#ffffff
Stoic Farmer,4,0.27,#ffffff
Stoneforge Mystic,2,29.54,#ffffff
Stone Haven Outfitter,2,0.34,#ffffff
Stonehewer Giant,5,3.89,#ffffff
Stony Silence,2,1.73,#ffffff
Storm Herd,10,0.19,#ffffff
Story Circle,3,0.9,#ffffff
Student of Warfare,1,3.49,#ffffff
Sublime Archangel,4,2.42,#ffffff
Sublime Exhalation,7,1.13,#ffffff
Sudden Disappearance,6,0.17,#ffffff
Sunblast Angel,6,0.24,#ffffff
Suncleanser,2,0.21,#ffffff
Sunscape Master,4,0.25,#d78f42
Sunscorch Regent,5,2.89,#ffffff
Sunscour,7,0.97,#ffffff
Sunstrike Legionnaire,2,0.37,#ffffff
Sun Titan,6,0.55,#ffffff
Sunweb,4,0.3,#ffffff
Sworn Defender,4,2.59,#ffffff
Sylvia Brightspear,3,3.06,#ffffff
Syr Cadian- Knight Owl,5,0.2,#d78f42
Takeno- Samurai General,6,0.63,#ffffff
Talus Paladin,4,0.73,#ffffff
Taranika- Akroan Veteran,3,0.13,#ffffff
Tariff,2,0.34,#ffffff
Tazri- Beacon of Unity,5,0.49,#d78f42
Teferi's Protection,3,41.7,#ffffff
Tempered Steel,3,0.65,#ffffff
Temple Altisaur,5,0.98,#ffffff
Temporary Truce,2,3.12,#ffffff
Tempt with Glory,6,0.22,#ffffff
Terminus,6,1.67,#ffffff
Terra Eternal,3,2.52,#ffffff
Teshar- Ancestor's Apostle,4,0.44,#ffffff
Test of Endurance,4,17.32,#ffffff
Tethered Griffin,1,0.45,#ffffff
Thalia- Guardian of Thraben,2,9.84,#ffffff
Thalia- Heretic Cathar,3,3.33,#ffffff
Thalia's Geistcaller,3,0.11,#ffffff
Thalia's Lancers,5,0.47,#ffffff
Thalia's Lieutenant,2,0.31,#ffffff
The Cheese Stands Alone,6,1.75,#ffffff
The Circle of Loyalty,6,1.12,#ffffff
Thoughtweft Trio,4,0.5,#ffffff
Thraben Doomsayer,3,0.14,#ffffff
Three Dreams,5,2.0,#ffffff
Timely Ward,3,1.48,#ffffff
Tithe,1,54.33,#ffffff
Tithe Taker,2,1.06,#ffffff
Tivadar of Thorn,3,0.32,#ffffff
Tocatli Honor Guard,2,0.22,#ffffff
Together Forever,2,0.14,#ffffff
Tomik- Distinguished Advokist,2,0.27,#ffffff
Toolcraft Exemplar,1,0.16,#ffffff
Touch of the Eternal,7,0.12,#ffffff
Tragic Arrogance,5,2.5,#ffffff
Transcendence,6,1.02,#ffffff
Transcendent Master,3,3.75,#ffffff
Trap Digger,4,0.17,#ffffff
Trapjaw Tyrant,5,6.5,#ffffff
Triumphant Reckoning,9,1.34,#ffffff
Trove Warden,4,0.48,#ffffff
Truce,3,0.85,#ffffff
True Believer,2,1.18,#ffffff
True Conviction,6,2.38,#ffffff
Trynn- Champion of Freedom,4,0.71,#ffffff
Turn the Tables,5,0.32,#ffffff
Twilight Drover,3,1.64,#ffffff
Twilight Shepherd,6,0.51,#ffffff
Umbra Mystic,3,3.72,#ffffff
Unbreakable Formation,3,0.77,#ffffff
Unexpectedly Absent,2,0.17,#ffffff
Urza's Ruinous Blast,5,2.07,#ffffff
Valiant Knight,4,0.48,#ffffff
Valkyrie Harbinger,6,1.51,#ffffff
Vassal's Duty,4,0.22,#ffffff
Venerated Loxodon,5,0.31,#ffffff
Vengeful Archon,7,0.18,#ffffff
Vengeful Dreams,2,0.37,#ffffff
Verge Rangers,3,1.44,#ffffff
Victory's Envoy,5,1.1,#ffffff
Victory's Herald,6,0.29,#ffffff
Vitality Hunter,4,0.11,#ffffff
Voice of All,4,0.3,#ffffff
Voidstone Gargoyle,5,0.22,#ffffff
Vryn Wingmare,3,0.29,#ffffff
Wakening Sun's Avatar,8,6.26,#ffffff
Wakestone Gargoyle,4,0.28,#ffffff
Wall of Nets,3,3.57,#ffffff
Wall of Reverence,4,2.18,#ffffff
Warrior Angel,6,0.35,#ffffff
Wave of Reckoning,5,2.67,#ffffff
Wayward Angel,6,0.47,#ffffff
Weathered Bodyguards,6,0.2,#ffffff
Weathered Wayfarer,1,8.44,#ffffff
White Sun's Zenith,3,0.14,#ffffff
Windborn Muse,4,5.39,#ffffff
Windbrisk Raptor,7,1.28,#ffffff
Winds of Abandon,2,3.06,#ffffff
Winds of Rath,5,0.26,#ffffff
Wingmate Roc,5,0.29,#ffffff
Winnow,2,0.26,#ffffff
Witch Hunter,4,13.71,#ffffff
Woolly Razorback,4,0.57,#ffffff
Words of Worship,3,1.22,#ffffff
World Queller,5,0.32,#ffffff
Worship,4,1.34,#ffffff
Worthy Knight,2,0.45,#ffffff
Wrath of God,4,5.41,#ffffff
Yare,3,2.78,#ffffff
Yomiji- Who Bars the Way,7,2.37,#ffffff
Yosei- the Morning Star,6,1.74,#ffffff
Zetalpa- Primal Dawn,8,0.25,#ffffff
Zhang Fei- Fierce Warrior,6,91.2,#ffffff
Zhao Zilong- Tiger General,5,64.2,#ffffff
Zuberi- Golden Feather,5,7.67,#ffffff
